layer,feature,live_value,replay_value,delta,abs_delta,live_missing,replay_missing
alpha_model_input,bars_outside_ema20_atr_band_log_norm,0.0,,,,False,True
alpha_model_input,bars_since_ema20_ema50_cross_log_norm,0.0,,,,False,True
alpha_model_input,bb_pos_12,2.053748846054077,,,,False,True
alpha_model_input,bb_pos_24,2.053748846054077,,,,False,True
alpha_model_input,body_pct,-0.018982525914907455,,,,False,True
alpha_model_input,body_ratio,2.053748846054077,,,,False,True
alpha_model_input,body_ratio_15m,2.053748846054077,,,,False,True
alpha_model_input,bollinger_band_width,-0.002879489678889513,,,,False,True
alpha_model_input,breakout_24h,-57.464290618896484,,,,False,True
alpha_model_input,breakout_confirmed,0.0,,,,False,True
alpha_model_input,breakout_min,0.18311114609241486,,,,False,True
alpha_model_input,breakout_soft,0.34587159752845764,,,,False,True
alpha_model_input,breakout_t,1.7407466173171997,,,,False,True
alpha_model_input,churn,-0.13571995496749878,,,,False,True
alpha_model_input,climax,0.3785039186477661,,,,False,True
alpha_model_input,climax_decay,0.7832137942314148,,,,False,True
alpha_model_input,climax_range_12,0.06601491570472717,,,,False,True
alpha_model_input,climax_range_24,-0.922248125076294,,,,False,True
alpha_model_input,climax_vol_12,-0.9771575927734375,,,,False,True
alpha_model_input,climax_vol_24,-1.5121771097183228,,,,False,True
alpha_model_input,clv,2.053748846054077,,,,False,True
alpha_model_input,clv_collapse,-2.053748846054077,,,,False,True
alpha_model_input,clv_mean_2,2.053748846054077,,,,False,True
alpha_model_input,clv_mean_24,2.053748846054077,,,,False,True
alpha_model_input,clv_mean_4,2.053748846054077,,,,False,True
alpha_model_input,clv_pullback,-2.053748846054077,,,,False,True
alpha_model_input,clv_t,2.053748846054077,,,,False,True
alpha_model_input,coh,2.053748846054077,,,,False,True
alpha_model_input,comp_to_exp,1.1221446990966797,,,,False,True
alpha_model_input,compression_ratio,-1.5541250705718994,,,,False,True
alpha_model_input,compression_score,-0.27052608132362366,,,,False,True
alpha_model_input,compression_score_G_TREND_0,-0.27052608132362366,,,,False,True
alpha_model_input,compression_score_G_TREND_1,-0.0,,,,False,True
alpha_model_input,compression_score_G_VOL_0,-0.27052608132362366,,,,False,True
alpha_model_input,compression_score_G_VOL_1,-0.0,,,,False,True
alpha_model_input,convexity_bis_t,0.0016527175903320312,,,,False,True
alpha_model_input,convexity_t,-0.00010496377944946289,,,,False,True
alpha_model_input,convexity_z_t,-0.47301435470581055,,,,False,True
alpha_model_input,cumulative_delta_stall,-0.8195127248764038,,,,False,True
alpha_model_input,decel_4,2.053748846054077,,,,False,True
alpha_model_input,decel_8,1.8168272972106934,,,,False,True
alpha_model_input,delta_stall_6,-0.4578604996204376,,,,False,True
alpha_model_input,dip_velocity,0.2588902413845062,,,,False,True
alpha_model_input,dip_volume_profile,-1.468605637550354,,,,False,True
alpha_model_input,dir_path_edge_2h,0.0020102071575820446,,,,False,True
alpha_model_input,dir_path_long_2h,1.0147625207901,,,,False,True
alpha_model_input,dir_path_risk_long_2h,-0.6880773305892944,,,,False,True
alpha_model_input,dir_path_risk_short_2h,2.053748846054077,,,,False,True
alpha_model_input,dir_path_risk_skew_2h,-0.9999999403953552,,,,False,True
alpha_model_input,dir_path_short_2h,0.04181307554244995,,,,False,True
alpha_model_input,dist_ema200_atr,0.0005921560805290937,,,,False,True
alpha_model_input,dist_ema20_atr,2.053748846054077,,,,False,True
alpha_model_input,dist_ema50_atr,0.0026475524064153433,,,,False,True
alpha_model_input,dist_ema_fast,3.363252639770508,,,,False,True
alpha_model_input,dist_ema_fast_base,0.0016871782718226314,,,,False,True
alpha_model_input,dist_ema_slow_base,0.0016483869403600693,,,,False,True
alpha_model_input,dist_from_high_120h,-0.0023071779869496822,,,,False,True
alpha_model_input,dist_from_high_48h,-0.0013220045948401093,,,,False,True
alpha_model_input,dist_from_high_event_12h,2.053748846054077,,,,False,True
alpha_model_input,dist_from_high_vol,2.053748846054077,,,,False,True
alpha_model_input,dist_from_low_event_12h,-0.9646338820457458,,,,False,True
alpha_model_input,dist_from_low_vol,-0.13433146476745605,,,,False,True
alpha_model_input,dist_local_swing,0.0,,,,False,True
alpha_model_input,dist_ma100_atr,0.0019323111046105623,,,,False,True
alpha_model_input,dist_prior_day_high,0.0,,,,False,True
alpha_model_input,dist_prior_day_low,0.057377010583877563,,,,False,True
alpha_model_input,dist_range_mid_atr,2.374455334575032e-06,,,,False,True
alpha_model_input,dist_rolling_7d_high,0.09016381204128265,,,,False,True
alpha_model_input,dist_stack,0.008639455772936344,,,,False,True
alpha_model_input,dist_vwap_12_atr,2.053748846054077,,,,False,True
alpha_model_input,dist_vwap_24_atr,2.053748846054077,,,,False,True
alpha_model_input,dist_vwap_96_atr,1.1971853971481323,,,,False,True
alpha_model_input,dist_vwap_atr,0.03296278789639473,,,,False,True
alpha_model_input,dist_vwap_norm,0.002075992990285158,,,,False,True
alpha_model_input,dist_weekly_vwap,-0.020516397431492805,,,,False,True
alpha_model_input,distance_to_ema,2.053748846054077,,,,False,True
alpha_model_input,dn_vol,-0.0751640647649765,,,,False,True
alpha_model_input,dn_vol_6,-1.866774559020996,,,,False,True
alpha_model_input,donch_dist_120,0.0,,,,False,True
alpha_model_input,donch_dist_48,0.0,,,,False,True
alpha_model_input,donch_dist_72,0.0,,,,False,True
alpha_model_input,down_up_vol_ratio_24,-2.053748846054077,,,,False,True
alpha_model_input,draw_extreme_10h,57.133453369140625,,,,False,True
alpha_model_input,draw_sym_10h,57.133453369140625,,,,False,True
alpha_model_input,ema20_slope_5h,1.2595757246017456,,,,False,True
alpha_model_input,ema_slope_norm,1.2595757246017456,,,,False,True
alpha_model_input,evr_6,2.053748846054077,,,,False,True
alpha_model_input,evr_slope,1.2823283672332764,,,,False,True
alpha_model_input,excess_12h,0.748310387134552,,,,False,True
alpha_model_input,excess_coh,2.053748846054077,,,,False,True
alpha_model_input,exh_qual,-2.053748846054077,,,,False,True
alpha_model_input,ext_atrExp,0.05693609640002251,,,,False,True
alpha_model_input,ext_excess,0.0,,,,False,True
alpha_model_input,f0,,0.0,,,True,False
alpha_model_input,f1,,0.0,,,True,False
alpha_model_input,f10,,-0.0,,,True,False
alpha_model_input,f100,,0.0019323111046105623,,,True,False
alpha_model_input,f101,,0.0,,,True,False
alpha_model_input,f102,,0.057377010583877563,,,True,False
alpha_model_input,f103,,2.374455334575032e-06,,,True,False
alpha_model_input,f104,,0.09016381204128265,,,True,False
alpha_model_input,f105,,0.008639455772936344,,,True,False
alpha_model_input,f106,,2.053748846054077,,,True,False
alpha_model_input,f107,,2.053748846054077,,,True,False
alpha_model_input,f108,,1.1971853971481323,,,True,False
alpha_model_input,f109,,0.03296278789639473,,,True,False
alpha_model_input,f11,,-2.053748846054077,,,True,False
alpha_model_input,f110,,0.002075992990285158,,,True,False
alpha_model_input,f111,,-0.020516397431492805,,,True,False
alpha_model_input,f112,,2.053748846054077,,,True,False
alpha_model_input,f113,,-0.0751640647649765,,,True,False
alpha_model_input,f114,,-1.866774559020996,,,True,False
alpha_model_input,f115,,0.0,,,True,False
alpha_model_input,f116,,0.0,,,True,False
alpha_model_input,f117,,0.0,,,True,False
alpha_model_input,f118,,-2.053748846054077,,,True,False
alpha_model_input,f119,,57.133453369140625,,,True,False
alpha_model_input,f12,,1.0,,,True,False
alpha_model_input,f120,,57.133453369140625,,,True,False
alpha_model_input,f121,,1.2595757246017456,,,True,False
alpha_model_input,f122,,1.2595757246017456,,,True,False
alpha_model_input,f123,,2.053748846054077,,,True,False
alpha_model_input,f124,,1.2823337316513062,,,True,False
alpha_model_input,f125,,0.748310387134552,,,True,False
alpha_model_input,f126,,2.053748846054077,,,True,False
alpha_model_input,f127,,-2.053748846054077,,,True,False
alpha_model_input,f128,,0.05559312552213669,,,True,False
alpha_model_input,f129,,0.0,,,True,False
alpha_model_input,f13,,2.053748846054077,,,True,False
alpha_model_input,f130,,-0.003988511860370636,,,True,False
alpha_model_input,f131,,-0.06588590890169144,,,True,False
alpha_model_input,f132,,0.0,,,True,False
alpha_model_input,f133,,0.0,,,True,False
alpha_model_input,f134,,0.0024745911359786987,,,True,False
alpha_model_input,f135,,0.013818979263305664,,,True,False
alpha_model_input,f136,,0.0033581554889678955,,,True,False
alpha_model_input,f137,,0.0024745911359786987,,,True,False
alpha_model_input,f138,,0.0016427785158157349,,,True,False
alpha_model_input,f139,,0.009903430938720703,,,True,False
alpha_model_input,f14,,1.1507872343063354,,,True,False
alpha_model_input,f140,,0.00855262577533722,,,True,False
alpha_model_input,f141,,0.007274068892002106,,,True,False
alpha_model_input,f142,,0.015534430742263794,,,True,False
alpha_model_input,f143,,0.013818979263305664,,,True,False
alpha_model_input,f144,,0.012167207896709442,,,True,False
alpha_model_input,f145,,0.016822606325149536,,,True,False
alpha_model_input,f146,,0.015237897634506226,,,True,False
alpha_model_input,f147,,0.013641774654388428,,,True,False
alpha_model_input,f148,,0.001475553261116147,,,True,False
alpha_model_input,f149,,0.0018462460720911622,,,True,False
alpha_model_input,f15,,0.5573747158050537,,,True,False
alpha_model_input,f150,,0.0,,,True,False
alpha_model_input,f151,,0.0,,,True,False
alpha_model_input,f152,,0.0,,,True,False
alpha_model_input,f153,,0.0,,,True,False
alpha_model_input,f154,,0.0057427287101745605,,,True,False
alpha_model_input,f155,,0.005626887083053589,,,True,False
alpha_model_input,f156,,0.005309902131557465,,,True,False
alpha_model_input,f157,,2.053748846054077,,,True,False
alpha_model_input,f158,,2.053748846054077,,,True,False
alpha_model_input,f159,,1.6560617685317993,,,True,False
alpha_model_input,f16,,2.053748846054077,,,True,False
alpha_model_input,f160,,1.9197160005569458,,,True,False
alpha_model_input,f161,,1.8883625268936157,,,True,False
alpha_model_input,f162,,0.002524211071431637,,,True,False
alpha_model_input,f163,,0.0023430397268384695,,,True,False
alpha_model_input,f164,,0.0021953170653432608,,,True,False
alpha_model_input,f165,,0.0021318793296813965,,,True,False
alpha_model_input,f166,,0.0020933712366968393,,,True,False
alpha_model_input,f167,,0.002066096058115363,,,True,False
alpha_model_input,f168,,0.0021318793296813965,,,True,False
alpha_model_input,f169,,0.002066096058115363,,,True,False
alpha_model_input,f17,,1.0,,,True,False
alpha_model_input,f170,,0.002253634389489889,,,True,False
alpha_model_input,f171,,0.0028203038964420557,,,True,False
alpha_model_input,f172,,0.0021100121084600687,,,True,False
alpha_model_input,f173,,0.0018029895145446062,,,True,False
alpha_model_input,f174,,0.0,,,True,False
alpha_model_input,f175,,0.0,,,True,False
alpha_model_input,f176,,0.4492200016975403,,,True,False
alpha_model_input,f177,,0.33102571964263916,,,True,False
alpha_model_input,f178,,0.21975426375865936,,,True,False
alpha_model_input,f179,,-0.748744547367096,,,True,False
alpha_model_input,f18,,0.7616056203842163,,,True,False
alpha_model_input,f180,,-0.15358582139015198,,,True,False
alpha_model_input,f181,,0.7951123714447021,,,True,False
alpha_model_input,f182,,2.053748846054077,,,True,False
alpha_model_input,f183,,2.053748846054077,,,True,False
alpha_model_input,f184,,2.053748846054077,,,True,False
alpha_model_input,f185,,-1.4593727588653564,,,True,False
alpha_model_input,f186,,-1.2438633441925049,,,True,False
alpha_model_input,f187,,-2.053748846054077,,,True,False
alpha_model_input,f188,,-2.053748846054077,,,True,False
alpha_model_input,f189,,-2.053748846054077,,,True,False
alpha_model_input,f19,,2.053748846054077,,,True,False
alpha_model_input,f190,,2.053748846054077,,,True,False
alpha_model_input,f191,,2.053748846054077,,,True,False
alpha_model_input,f192,,-1.108720226739024e-09,,,True,False
alpha_model_input,f193,,-0.010593891143798828,,,True,False
alpha_model_input,f194,,-1.5054707527160645,,,True,False
alpha_model_input,f195,,2.053748846054077,,,True,False
alpha_model_input,f196,,2.053748846054077,,,True,False
alpha_model_input,f197,,0.10752418637275696,,,True,False
alpha_model_input,f198,,-0.2327403575181961,,,True,False
alpha_model_input,f199,,0.9111414551734924,,,True,False
alpha_model_input,f2,,0.0,,,True,False
alpha_model_input,f20,,1.0,,,True,False
alpha_model_input,f200,,-0.14263539016246796,,,True,False
alpha_model_input,f201,,0.0,,,True,False
alpha_model_input,f202,,0.0,,,True,False
alpha_model_input,f203,,0.0,,,True,False
alpha_model_input,f204,,0.0,,,True,False
alpha_model_input,f205,,0.0,,,True,False
alpha_model_input,f206,,1.0,,,True,False
alpha_model_input,f207,,0.02083333395421505,,,True,False
alpha_model_input,f208,,0.10000000149011612,,,True,False
alpha_model_input,f209,,0.7601343393325806,,,True,False
alpha_model_input,f21,,-0.6670162677764893,,,True,False
alpha_model_input,f210,,0.0,,,True,False
alpha_model_input,f211,,0.7824501395225525,,,True,False
alpha_model_input,f212,,0.44286444783210754,,,True,False
alpha_model_input,f213,,0.5144821405410767,,,True,False
alpha_model_input,f214,,2.053748846054077,,,True,False
alpha_model_input,f215,,2.053748846054077,,,True,False
alpha_model_input,f216,,1.2299009561538696,,,True,False
alpha_model_input,f217,,0.5858408808708191,,,True,False
alpha_model_input,f218,,2.053748846054077,,,True,False
alpha_model_input,f219,,2.053748846054077,,,True,False
alpha_model_input,f22,,2.053748846054077,,,True,False
alpha_model_input,f220,,1.0,,,True,False
alpha_model_input,f221,,1.0,,,True,False
alpha_model_input,f222,,0.3619055449962616,,,True,False
alpha_model_input,f223,,0.3619055449962616,,,True,False
alpha_model_input,f224,,1.0,,,True,False
alpha_model_input,f225,,1.0,,,True,False
alpha_model_input,f226,,0.41489359736442566,,,True,False
alpha_model_input,f227,,0.41489359736442566,,,True,False
alpha_model_input,f228,,0.5000036358833313,,,True,False
alpha_model_input,f229,,0.5000036358833313,,,True,False
alpha_model_input,f23,,1.0,,,True,False
alpha_model_input,f230,,0.0,,,True,False
alpha_model_input,f231,,0.45070427656173706,,,True,False
alpha_model_input,f232,,1.0,,,True,False
alpha_model_input,f233,,0.5492957234382629,,,True,False
alpha_model_input,f234,,1.0,,,True,False
alpha_model_input,f235,,1.0,,,True,False
alpha_model_input,f236,,2.053748846054077,,,True,False
alpha_model_input,f237,,2.053748846054077,,,True,False
alpha_model_input,f238,,0.7478914260864258,,,True,False
alpha_model_input,f239,,0.24646368622779846,,,True,False
alpha_model_input,f24,,1.2707531452178955,,,True,False
alpha_model_input,f240,,-0.9034971594810486,,,True,False
alpha_model_input,f241,,0.029952526092529297,,,True,False
alpha_model_input,f242,,0.0049304962158203125,,,True,False
alpha_model_input,f243,,0.053885459899902344,,,True,False
alpha_model_input,f244,,0.021542072296142578,,,True,False
alpha_model_input,f245,,0.03503274917602539,,,True,False
alpha_model_input,f246,,0.038434505462646484,,,True,False
alpha_model_input,f247,,2.053748846054077,,,True,False
alpha_model_input,f248,,2.053748846054077,,,True,False
alpha_model_input,f249,,1.0,,,True,False
alpha_model_input,f25,,2.053748846054077,,,True,False
alpha_model_input,f250,,-0.3342108726501465,,,True,False
alpha_model_input,f251,,-1.156125545501709,,,True,False
alpha_model_input,f252,,0.23319512605667114,,,True,False
alpha_model_input,f253,,0.01302319671958685,,,True,False
alpha_model_input,f254,,0.41677188873291016,,,True,False
alpha_model_input,f255,,-0.013654528185725212,,,True,False
alpha_model_input,f256,,1.2735167741775513,,,True,False
alpha_model_input,f257,,2.053748846054077,,,True,False
alpha_model_input,f258,,-0.6078897714614868,,,True,False
alpha_model_input,f259,,18.931013107299805,,,True,False
alpha_model_input,f26,,2.053748846054077,,,True,False
alpha_model_input,f260,,0.0,,,True,False
alpha_model_input,f261,,0.0,,,True,False
alpha_model_input,f262,,0.7145617008209229,,,True,False
alpha_model_input,f263,,0.0,,,True,False
alpha_model_input,f264,,0.7151644229888916,,,True,False
alpha_model_input,f265,,-0.607889711856842,,,True,False
alpha_model_input,f266,,-0.6078897714614868,,,True,False
alpha_model_input,f267,,0.0,,,True,False
alpha_model_input,f268,,0.0,,,True,False
alpha_model_input,f269,,-5.960464477539063e-08,,,True,False
alpha_model_input,f27,,2.053748846054077,,,True,False
alpha_model_input,f270,,0.607889711856842,,,True,False
alpha_model_input,f271,,0.3575821816921234,,,True,False
alpha_model_input,f272,,0.6078897714614868,,,True,False
alpha_model_input,f273,,5.566650867462158,,,True,False
alpha_model_input,f274,,0.47825372219085693,,,True,False
alpha_model_input,f275,,0.0,,,True,False
alpha_model_input,f276,,0.7151644229888916,,,True,False
alpha_model_input,f277,,62.79368591308594,,,True,False
alpha_model_input,f278,,0.6078897714614868,,,True,False
alpha_model_input,f279,,0.607889711856842,,,True,False
alpha_model_input,f28,,2.053748846054077,,,True,False
alpha_model_input,f280,,0.6078897714614868,,,True,False
alpha_model_input,f281,,0.00020579388365149498,,,True,False
alpha_model_input,f282,,2.053748846054077,,,True,False
alpha_model_input,f283,,1.2050315141677856,,,True,False
alpha_model_input,f284,,0.5,,,True,False
alpha_model_input,f285,,2.053748846054077,,,True,False
alpha_model_input,f286,,2.053748846054077,,,True,False
alpha_model_input,f287,,0.0,,,True,False
alpha_model_input,f288,,0.0,,,True,False
alpha_model_input,f289,,0.0,,,True,False
alpha_model_input,f29,,2.053748846054077,,,True,False
alpha_model_input,f290,,0.0,,,True,False
alpha_model_input,f291,,0.0,,,True,False
alpha_model_input,f292,,-1.0189034938812256,,,True,False
alpha_model_input,f293,,2.053748846054077,,,True,False
alpha_model_input,f294,,0.00017197735724039376,,,True,False
alpha_model_input,f295,,0.0001240952842636034,,,True,False
alpha_model_input,f296,,-0.0050297873094677925,,,True,False
alpha_model_input,f297,,-0.00048057347885333,,,True,False
alpha_model_input,f298,,-0.001918621826916933,,,True,False
alpha_model_input,f299,,-0.0050297873094677925,,,True,False
alpha_model_input,f3,,0.00494229793548584,,,True,False
alpha_model_input,f30,,2.053748846054077,,,True,False
alpha_model_input,f300,,-0.0050297873094677925,,,True,False
alpha_model_input,f301,,-0.0025533074513077736,,,True,False
alpha_model_input,f302,,-0.7021506428718567,,,True,False
alpha_model_input,f303,,-1.6885288953781128,,,True,False
alpha_model_input,f304,,0.04098363220691681,,,True,False
alpha_model_input,f305,,-0.7782903909683228,,,True,False
alpha_model_input,f306,,0.05573765188455582,,,True,False
alpha_model_input,f307,,0.9912030696868896,,,True,False
alpha_model_input,f308,,-0.7690000534057617,,,True,False
alpha_model_input,f309,,-1.1904194355010986,,,True,False
alpha_model_input,f31,,1.0,,,True,False
alpha_model_input,f310,,-1.2626439332962036,,,True,False
alpha_model_input,f311,,-2.053748846054077,,,True,False
alpha_model_input,f312,,0.31284672021865845,,,True,False
alpha_model_input,f313,,0.9111414551734924,,,True,False
alpha_model_input,f314,,-0.42264264822006226,,,True,False
alpha_model_input,f315,,0.030405282974243164,,,True,False
alpha_model_input,f316,,0.00494229793548584,,,True,False
alpha_model_input,f317,,-0.3694084584712982,,,True,False
alpha_model_input,f318,,0.05536329746246338,,,True,False
alpha_model_input,f319,,-0.4116683602333069,,,True,False
alpha_model_input,f32,,2.053748846054077,,,True,False
alpha_model_input,f320,,-0.31563982367515564,,,True,False
alpha_model_input,f321,,0.470317542552948,,,True,False
alpha_model_input,f322,,-0.434888631105423,,,True,False
alpha_model_input,f323,,-0.043493762612342834,,,True,False
alpha_model_input,f324,,0.039182305335998535,,,True,False
alpha_model_input,f325,,-0.5562466979026794,,,True,False
alpha_model_input,f326,,0.0,,,True,False
alpha_model_input,f327,,1.3738033771514893,,,True,False
alpha_model_input,f328,,-1.0047903060913086,,,True,False
alpha_model_input,f329,,0.8183477520942688,,,True,False
alpha_model_input,f33,,-0.06345172226428986,,,True,False
alpha_model_input,f330,,-0.2608112096786499,,,True,False
alpha_model_input,f331,,0.0,,,True,False
alpha_model_input,f332,,2.053748846054077,,,True,False
alpha_model_input,f333,,0.8426660299301147,,,True,False
alpha_model_input,f334,,2.053748846054077,,,True,False
alpha_model_input,f335,,2.053748846054077,,,True,False
alpha_model_input,f336,,20.350801467895508,,,True,False
alpha_model_input,f337,,1.3242053985595703,,,True,False
alpha_model_input,f338,,-0.011443257331848145,,,True,False
alpha_model_input,f339,,-0.016327381134033203,,,True,False
alpha_model_input,f34,,-1.5542572736740112,,,True,False
alpha_model_input,f340,,-0.9052110910415649,,,True,False
alpha_model_input,f341,,-1.1544294357299805,,,True,False
alpha_model_input,f342,,0.037713050842285156,,,True,False
alpha_model_input,f343,,2.053748846054077,,,True,False
alpha_model_input,f344,,0.9111414551734924,,,True,False
alpha_model_input,f345,,0.19837595522403717,,,True,False
alpha_model_input,f346,,1.3182626962661743,,,True,False
alpha_model_input,f347,,-1.2365224361419678,,,True,False
alpha_model_input,f348,,0.0,,,True,False
alpha_model_input,f349,,0.0,,,True,False
alpha_model_input,f35,,-0.5594643354415894,,,True,False
alpha_model_input,f350,,-0.10753152519464493,,,True,False
alpha_model_input,f351,,0.00023509208403993398,,,True,False
alpha_model_input,f352,,0.007072120904922485,,,True,False
alpha_model_input,f353,,0.0,,,True,False
alpha_model_input,f354,,-0.0,,,True,False
alpha_model_input,f355,,-0.785490095615387,,,True,False
alpha_model_input,f356,,1.6649155616760254,,,True,False
alpha_model_input,f357,,0.48221731185913086,,,True,False
alpha_model_input,f358,,0.3639087677001953,,,True,False
alpha_model_input,f359,,2.053748846054077,,,True,False
alpha_model_input,f36,,0.1747923493385315,,,True,False
alpha_model_input,f360,,-1.3531306982040405,,,True,False
